MemberId,Name,Signature,StartLine,EndLine,LineCount,CalledMethodNames,ResolvedTargetIds,AmbiguousMethodNames,UnresolvedMethodNames,CallCount,ResolvedCount,AmbiguousCount,UnresolvedCount
"Method|OpenModlistsFolderButton_OnClick(object,RoutedEventArgs)|L10480",OpenModlistsFolderButton_OnClick,"OpenModlistsFolderButton_OnClick(object,RoutedEventArgs)",10480,10497,18,EnsureModListDirectory;OpenFolder,"Method|EnsureModListDirectory()|L12502;Method|OpenFolder(string?,string)|L8854",,,2,2,0,0
"Method|DeleteLocalModlistsButton_OnClick(object,RoutedEventArgs)|L10499",DeleteLocalModlistsButton_OnClick,"DeleteLocalModlistsButton_OnClick(object,RoutedEventArgs)",10499,10565,67,RefreshLocalModlists;ReportStatus,"Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855;Method|ReportStatus(string,bool)|L502",,,2,2,0,0
"Method|ModifyLocalModlistButton_OnClick(object,RoutedEventArgs)|L10567",ModifyLocalModlistButton_OnClick,"ModifyLocalModlistButton_OnClick(object,RoutedEventArgs)",10567,10651,85,RefreshLocalModlists;ReportStatus,"Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855;Method|ReportStatus(string,bool)|L502",,,2,2,0,0
"Method|RefreshCloudModlistsButton_OnClick(object,RoutedEventArgs)|L10653",RefreshCloudModlistsButton_OnClick,"RefreshCloudModlistsButton_OnClick(object,RoutedEventArgs)",10653,10656,4,RefreshCloudModlistsAsync,Method|RefreshCloudModlistsAsync(bool)|L12066,,,1,1,0,0
"Method|CloudModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)|L10658",CloudModlistsDataGrid_OnSelectionChanged,"CloudModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)",10658,10664,7,SetCloudModlistSelection,Method|SetCloudModlistSelection(CloudModlistListEntry?)|L12213,,,1,1,0,0
"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666",InstallCloudModlistButton_OnClick,"InstallCloudModlistButton_OnClick(object,RoutedEventArgs)",10666,10738,73,ApplyPresetAsync;BuildSuggestedFileName;CreateAutomaticBackupAsync;EnsureCloudModListCacheDirectory;EnsureCloudModlistContentAsync;EnsureModlistBackupBeforeLoad;GetModlistLoadOptions;GetUniqueFilePath;PrepareForModlistLoad;PromptModlistLoadMode;TryLoadPresetFromFile,"Method|ApplyPresetAsync(ModPreset,bool)|L12576;Method|BuildSuggestedFileName(string?,string)|L12541;Method|CreateAutomaticBackupAsync(string)|L9696;Method|EnsureCloudModListCacheDirectory()|L12518;Method|EnsureCloudModlistContentAsync(CloudModlistListEntry)|L12142;Method|EnsureModlistBackupBeforeLoad()|L9625;Method|GetModlistLoadOptions(ModlistLoadMode)|L9618;Method|GetUniqueFilePath(string,string,string)|L12553;Method|PrepareForModlistLoad()|L7247;Method|PromptModlistLoadMode()|L9582;Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125",,,11,11,0,0
"Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740",LoadModlistFromCloudMenuItem_OnClick,"LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)",10740,10810,71,ApplyPresetAsync;CreateAutomaticBackupAsync;EnsureModlistBackupBeforeLoad;ExecuteCloudOperationAsync;FormatCloudSlotLabel;GetCloudModlistSlotsAsync;GetModlistLoadOptions;PrepareForModlistLoad;PromptModlistLoadMode;ReportStatus;TryLoadPresetFromJson,"Method|ApplyPresetAsync(ModPreset,bool)|L12576;Method|CreateAutomaticBackupAsync(string)|L9696;Method|EnsureModlistBackupBeforeLoad()|L9625;Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456;Method|FormatCloudSlotLabel(string)|L12333;Method|GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)|L11817;Method|GetModlistLoadOptions(ModlistLoadMode)|L9618;Method|PrepareForModlistLoad()|L7247;Method|PromptModlistLoadMode()|L9582;Method|ReportStatus(string,bool)|L502;Method|TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)|L11261",,,11,11,0,0
"Method|DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs)|L10812",DeleteCloudModlistMenuItem_OnClick,"DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs)",10812,10854,43,ExecuteCloudOperationAsync;FormatCloudSlotLabel;GetCloudModlistSlotsAsync;RefreshCloudModlistsAsync;ReportStatus,"Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456;Method|FormatCloudSlotLabel(string)|L12333;Method|GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)|L11817;Method|RefreshCloudModlistsAsync(bool)|L12066;Method|ReportStatus(string,bool)|L502",,,5,5,0,0
"Method|LoadPresetMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L10856",LoadPresetMenuItem_OnSubmenuOpened,"LoadPresetMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",10856,10924,69,EnsurePresetDirectory,Method|EnsurePresetDirectory()|L12402,,,1,1,0,0
"Method|LoadPresetMenuItem_OnClick(object,RoutedEventArgs)|L10926",LoadPresetMenuItem_OnClick,"LoadPresetMenuItem_OnClick(object,RoutedEventArgs)",10926,10955,30,EnsurePresetDirectory;IsPathWithinDirectory;LoadPresetFromFileAsync,"Method|EnsurePresetDirectory()|L12402;Method|IsPathWithinDirectory(string,string)|L12526;Method|LoadPresetFromFileAsync(string)|L10964",,,3,3,0,0
"Method|LoadPresetMenuItem_OnPresetClick(object,RoutedEventArgs)|L10957",LoadPresetMenuItem_OnPresetClick,"LoadPresetMenuItem_OnPresetClick(object,RoutedEventArgs)",10957,10962,6,LoadPresetFromFileAsync,Method|LoadPresetFromFileAsync(string)|L10964,,,1,1,0,0
Method|LoadPresetFromFileAsync(string)|L10964,LoadPresetFromFileAsync,LoadPresetFromFileAsync(string),10964,10994,31,ApplyPresetAsync;ReportStatus;TryLoadPresetFromFile,"Method|ApplyPresetAsync(ModPreset,bool)|L12576;Method|ReportStatus(string,bool)|L502;Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125",,,3,3,0,0
"Method|LoadModlistMenuItem_OnClick(object,RoutedEventArgs)|L10996",LoadModlistMenuItem_OnClick,"LoadModlistMenuItem_OnClick(object,RoutedEventArgs)",10996,11015,20,EnsureModListDirectory;LoadModlistFromFileAsync,Method|EnsureModListDirectory()|L12502;Method|LoadModlistFromFileAsync(string)|L11017,,,2,2,0,0
Method|LoadModlistFromFileAsync(string)|L11017,LoadModlistFromFileAsync,LoadModlistFromFileAsync(string),11017,11060,44,ApplyPresetAsync;CreateAutomaticBackupAsync;EnsureModlistBackupBeforeLoad;GetModlistLoadOptions;PrepareForModlistLoad;PromptModlistLoadMode;ReportStatus;TryLoadPresetFromFile,"Method|ApplyPresetAsync(ModPreset,bool)|L12576;Method|CreateAutomaticBackupAsync(string)|L9696;Method|EnsureModlistBackupBeforeLoad()|L9625;Method|GetModlistLoadOptions(ModlistLoadMode)|L9618;Method|PrepareForModlistLoad()|L7247;Method|PromptModlistLoadMode()|L9582;Method|ReportStatus(string,bool)|L502;Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125",,,8,8,0,0
"Method|MainWindow_OnPreviewDragEnter(object,DragEventArgs)|L11062",MainWindow_OnPreviewDragEnter,"MainWindow_OnPreviewDragEnter(object,DragEventArgs)",11062,11065,4,HandleModlistDragEvent,Method|HandleModlistDragEvent(DragEventArgs)|L11087,,,1,1,0,0
"Method|MainWindow_OnPreviewDragOver(object,DragEventArgs)|L11067",MainWindow_OnPreviewDragOver,"MainWindow_OnPreviewDragOver(object,DragEventArgs)",11067,11070,4,HandleModlistDragEvent,Method|HandleModlistDragEvent(DragEventArgs)|L11087,,,1,1,0,0
"Method|MainWindow_OnPreviewDrop(object,DragEventArgs)|L11072",MainWindow_OnPreviewDrop,"MainWindow_OnPreviewDrop(object,DragEventArgs)",11072,11085,14,LoadModlistFromFileAsync;TryGetDroppedModlistFile,"Method|LoadModlistFromFileAsync(string)|L11017;Method|TryGetDroppedModlistFile(DragEventArgs,out string?)|L11100",,,2,2,0,0
Method|HandleModlistDragEvent(DragEventArgs)|L11087,HandleModlistDragEvent,HandleModlistDragEvent(DragEventArgs),11087,11098,12,TryGetDroppedModlistFile,"Method|TryGetDroppedModlistFile(DragEventArgs,out string?)|L11100",,,1,1,0,0
"Method|TryGetDroppedModlistFile(DragEventArgs,out string?)|L11100",TryGetDroppedModlistFile,"TryGetDroppedModlistFile(DragEventArgs,out string?)",11100,11116,17,HasSupportedModlistExtension,Method|HasSupportedModlistExtension(string)|L11118,,,1,1,0,0
Method|HasSupportedModlistExtension(string)|L11118,HasSupportedModlistExtension,HasSupportedModlistExtension(string),11118,11123,6,,,,,0,0,0,0
"Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125",TryLoadPresetFromFile,"TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)",11125,11160,36,GetSnapshotNameFromFilePath;TryBuildPresetFromSerializable;TryLoadPresetFromPdf,"Method|GetSnapshotNameFromFilePath(string,string)|L12570;Method|TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?)|L11301;Method|TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11162",,,3,3,0,0
"Method|TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11162",TryLoadPresetFromPdf,"TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)",11162,11259,98,GetSnapshotNameFromFilePath;TryLoadPresetFromJson,"Method|GetSnapshotNameFromFilePath(string,string)|L12570;Method|TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)|L11261",,,2,2,0,0
"Method|TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)|L11261",TryLoadPresetFromJson,"TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)",11261,11299,39,ApplyConfigListToPreset;TryBuildPresetFromSerializable,"Method|ApplyConfigListToPreset(SerializablePreset,SerializableConfigList?)|L11417;Method|TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?)|L11301",,,2,2,0,0
"Method|TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?)|L11301",TryBuildPresetFromSerializable,"TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?)",11301,11415,115,GetSafeConfigFileName;NormalizeRelativeConfigPath,"Method|GetSafeConfigFileName(string?,string?)|L10336;Method|NormalizeRelativeConfigPath(string?,string)|L10279",,,2,2,0,0
"Method|ApplyConfigListToPreset(SerializablePreset,SerializableConfigList?)|L11417",ApplyConfigListToPreset,"ApplyConfigListToPreset(SerializablePreset,SerializableConfigList?)",11417,11436,20,BuildConfigKey,Method|BuildConfigKey(SerializableModConfiguration)|L11438,,,1,1,0,0
Method|BuildConfigKey(SerializableModConfiguration)|L11438,BuildConfigKey,BuildConfigKey(SerializableModConfiguration),11438,11450,13,,,,,0,0,0,0
"Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456",ExecuteCloudOperationAsync,"ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)",11456,11523,68,EnsureCloudStoreInitializedAsync;EnsureFirebaseAuthBackedUpIfAvailable,Method|EnsureCloudStoreInitializedAsync()|L11557;Method|EnsureFirebaseAuthBackedUpIfAvailable()|L3284,,,2,2,0,0
Method|MigrateLegacyFirebaseDataIfNeededAsync()|L11525,MigrateLegacyFirebaseDataIfNeededAsync,MigrateLegacyFirebaseDataIfNeededAsync(),11525,11555,31,,,,,0,0,0,0
Method|EnsureCloudStoreInitializedAsync()|L11557,EnsureCloudStoreInitializedAsync,EnsureCloudStoreInitializedAsync(),11557,11587,31,ApplyPlayerIdentityToCloudStore;MigrateLegacyFirebaseDataIfNeededAsync,Method|ApplyPlayerIdentityToCloudStore(FirebaseModlistStore?)|L1708;Method|MigrateLegacyFirebaseDataIfNeededAsync()|L11525,,,2,2,0,0
Method|PromptForCloudSaveReplacement(IReadOnlyList<CloudModlistSlot>)|L11589,PromptForCloudSaveReplacement,PromptForCloudSaveReplacement(IReadOnlyList<CloudModlistSlot>),11589,11602,14,,,,,0,0,0,0
Method|ShowCloudModlistManagementDialogAsync(FirebaseModlistStore)|L11604,ShowCloudModlistManagementDialogAsync,ShowCloudModlistManagementDialogAsync(FirebaseModlistStore),11604,11625,22,BuildCloudModlistManagementEntriesAsync;DeleteCloudModlistAsync;RenameCloudModlistAsync,"Method|BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore)|L11627;Method|DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry)|L11719;Method|RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)|L11648",,,3,3,0,0
Method|BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore)|L11627,BuildCloudModlistManagementEntriesAsync,BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore),11627,11646,20,FormatCloudSlotLabel;GetCloudModlistSlotsAsync,"Method|FormatCloudSlotLabel(string)|L12333;Method|GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)|L11817",,,2,2,0,0
"Method|RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)|L11648",RenameCloudModlistAsync,"RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)",11648,11717,70,FormatCloudSlotLabel;ReplaceCloudModlistName;ReportStatus;UpdateCloudModlistsAfterChangeAsync,"Method|FormatCloudSlotLabel(string)|L12333;Method|ReplaceCloudModlistName(string,string)|L11786;Method|ReportStatus(string,bool)|L502;Method|UpdateCloudModlistsAfterChangeAsync()|L11778",,,4,4,0,0
"Method|DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry)|L11719",DeleteCloudModlistAsync,"DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry)",11719,11749,31,FormatCloudSlotLabel;ReportStatus;UpdateCloudModlistsAfterChangeAsync,"Method|FormatCloudSlotLabel(string)|L12333;Method|ReportStatus(string,bool)|L502;Method|UpdateCloudModlistsAfterChangeAsync()|L11778",,,3,3,0,0
"Method|DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)|L11751",DeleteAllCloudModlistsAndAuthorizationAsync,"DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)",11751,11776,26,DeleteFirebaseAuthFiles;ReportStatus;SetCloudModlistSelection,"Method|DeleteFirebaseAuthFiles()|L3318;Method|ReportStatus(string,bool)|L502;Method|SetCloudModlistSelection(CloudModlistListEntry?)|L12213",,,3,3,0,0
Method|UpdateCloudModlistsAfterChangeAsync()|L11778,UpdateCloudModlistsAfterChangeAsync,UpdateCloudModlistsAfterChangeAsync(),11778,11784,7,RefreshCloudModlistsAsync,Method|RefreshCloudModlistsAsync(bool)|L12066,,,1,1,0,0
"Method|ReplaceCloudModlistName(string,string)|L11786",ReplaceCloudModlistName,"ReplaceCloudModlistName(string,string)",11786,11815,30,,,,,0,0,0,0
"Method|GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)|L11817",GetCloudModlistSlotsAsync,"GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)",11817,11853,37,BuildCloudSlotDisplay;ExtractModlistMetadata,"Method|BuildCloudSlotDisplay(string,ModlistMetadata,bool)|L12323;Method|ExtractModlistMetadata(string?)|L12348",,,2,2,0,0
"Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855",RefreshLocalModlists,"RefreshLocalModlists(bool,IReadOnlyCollection<string>?)",11855,11918,64,BuildLocalModlistEntries;SetLocalModlistSelection,Method|BuildLocalModlistEntries(out List<string>)|L11920;Method|SetLocalModlistSelection(IReadOnlyList<LocalModlistListEntry>)|L12185,,,2,2,0,0
Method|BuildLocalModlistEntries(out List<string>)|L11920,BuildLocalModlistEntries,BuildLocalModlistEntries(out List<string>),11920,11952,33,EnsureModListDirectory;HasSupportedModlistExtension;TryCreateLocalModlistEntry,"Method|EnsureModListDirectory()|L12502;Method|HasSupportedModlistExtension(string)|L11118;Method|TryCreateLocalModlistEntry(string,out LocalModlistListEntry?,out string?)|L11954",,,3,3,0,0
"Method|TryCreateLocalModlistEntry(string,out LocalModlistListEntry?,out string?)|L11954",TryCreateLocalModlistEntry,"TryCreateLocalModlistEntry(string,out LocalModlistListEntry?,out string?)",11954,12028,75,TryCreateLocalModlistEntryFromJson,"Method|TryCreateLocalModlistEntryFromJson(string,string,out LocalModlistListEntry?,out string?)|L12030",,,1,1,0,0
"Method|TryCreateLocalModlistEntryFromJson(string,string,out LocalModlistListEntry?,out string?)|L12030",TryCreateLocalModlistEntryFromJson,"TryCreateLocalModlistEntryFromJson(string,string,out LocalModlistListEntry?,out string?)",12030,12064,35,ExtractModlistMetadata,Method|ExtractModlistMetadata(string?)|L12348,,,1,1,0,0
Method|RefreshCloudModlistsAsync(bool)|L12066,RefreshCloudModlistsAsync,RefreshCloudModlistsAsync(bool),12066,12096,31,BuildCloudModlistEntries;ExecuteCloudOperationAsync;SetCloudModlistSelection;UpdateCloudModlistControlsEnabledState,"Method|BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>)|L12098;Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456;Method|SetCloudModlistSelection(CloudModlistListEntry?)|L12213;Method|UpdateCloudModlistControlsEnabledState()|L12225",,,4,4,0,0
Method|BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>)|L12098,BuildCloudModlistEntries,BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>),12098,12140,43,ExtractModlistMetadata;FormatCloudSlotLabel,Method|ExtractModlistMetadata(string?)|L12348;Method|FormatCloudSlotLabel(string)|L12333,,,2,2,0,0
Method|EnsureCloudModlistContentAsync(CloudModlistListEntry)|L12142,EnsureCloudModlistContentAsync,EnsureCloudModlistContentAsync(CloudModlistListEntry),12142,12183,42,ExecuteCloudOperationAsync;ExtractModlistMetadata;FormatCloudSlotLabel;SetCloudModlistSelection,"Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456;Method|ExtractModlistMetadata(string?)|L12348;Method|FormatCloudSlotLabel(string)|L12333;Method|SetCloudModlistSelection(CloudModlistListEntry?)|L12213",,,4,4,0,0
Method|SetLocalModlistSelection(IReadOnlyList<LocalModlistListEntry>)|L12185,SetLocalModlistSelection,SetLocalModlistSelection(IReadOnlyList<LocalModlistListEntry>),12185,12211,27,UpdateLocalModlistControlsEnabledState,Method|UpdateLocalModlistControlsEnabledState()|L12243,,,1,1,0,0
Method|SetCloudModlistSelection(CloudModlistListEntry?)|L12213,SetCloudModlistSelection,SetCloudModlistSelection(CloudModlistListEntry?),12213,12223,11,UpdateCloudModlistControlsEnabledState,Method|UpdateCloudModlistControlsEnabledState()|L12225,,,1,1,0,0
Method|UpdateCloudModlistControlsEnabledState()|L12225,UpdateCloudModlistControlsEnabledState,UpdateCloudModlistControlsEnabledState(),12225,12241,17,,,,,0,0,0,0
Method|UpdateLocalModlistControlsEnabledState()|L12243,UpdateLocalModlistControlsEnabledState,UpdateLocalModlistControlsEnabledState(),12243,12256,14,,,,,0,0,0,0
Method|RefreshManagerUpdateLinkAsync()|L12258,RefreshManagerUpdateLinkAsync,RefreshManagerUpdateLinkAsync(),12258,12295,38,GetManagerInformationalVersion,Method|GetManagerInformationalVersion()|L12297,,,1,1,0,0
Method|GetManagerInformationalVersion()|L12297,GetManagerInformationalVersion,GetManagerInformationalVersion(),12297,12321,25,,,,,0,0,0,0
"Method|BuildCloudSlotDisplay(string,ModlistMetadata,bool)|L12323",BuildCloudSlotDisplay,"BuildCloudSlotDisplay(string,ModlistMetadata,bool)",12323,12331,9,FormatCloudSlotLabel,Method|FormatCloudSlotLabel(string)|L12333,,,1,1,0,0
Method|FormatCloudSlotLabel(string)|L12333,FormatCloudSlotLabel,FormatCloudSlotLabel(string),12333,12341,9,,,,,0,0,0,0
Method|ExtractModlistName(string?)|L12343,ExtractModlistName,ExtractModlistName(string?),12343,12346,4,ExtractModlistMetadata,Method|ExtractModlistMetadata(string?)|L12348,,,1,1,0,0
Method|ExtractModlistMetadata(string?)|L12348,ExtractModlistMetadata,ExtractModlistMetadata(string?),12348,12388,41,TryGetTrimmedProperty,"Method|TryGetTrimmedProperty(JsonElement,string)|L12390",,,1,1,0,0
"Method|TryGetTrimmedProperty(JsonElement,string)|L12390",TryGetTrimmedProperty,"TryGetTrimmedProperty(JsonElement,string)",12390,12400,11,,,,,0,0,0,0
Method|EnsurePresetDirectory()|L12402,EnsurePresetDirectory,EnsurePresetDirectory(),12402,12408,7,,,,,0,0,0,0
Method|EnsureBackupDirectory()|L12410,EnsureBackupDirectory,EnsureBackupDirectory(),12410,12417,8,,,,,0,0,0,0
Method|EnsureLocalModBackupRootDirectory()|L12419,EnsureLocalModBackupRootDirectory,EnsureLocalModBackupRootDirectory(),12419,12425,7,EnsureBackupDirectory,Method|EnsureBackupDirectory()|L12410,,,1,1,0,0
Method|CreateLocalModBackupSessionDirectory()|L12427,CreateLocalModBackupSessionDirectory,CreateLocalModBackupSessionDirectory(),12427,12436,10,EnsureLocalModBackupRootDirectory;EnsureUniqueDirectoryPath,Method|EnsureLocalModBackupRootDirectory()|L12419;Method|EnsureUniqueDirectoryPath(string)|L12438,,,2,2,0,0
Method|EnsureUniqueDirectoryPath(string)|L12438,EnsureUniqueDirectoryPath,EnsureUniqueDirectoryPath(string),12438,12451,14,,,,,0,0,0,0
"Method|CopyDirectoryContents(string,string)|L12453",CopyDirectoryContents,"CopyDirectoryContents(string,string)",12453,12473,21,,,,,0,0,0,0
"Method|GetLocalModBackupEntryDirectory(string,ModListItemViewModel)|L12475",GetLocalModBackupEntryDirectory,"GetLocalModBackupEntryDirectory(string,ModListItemViewModel)",12475,12482,8,EnsureUniqueDirectoryPath;SanitizeFileName,"Method|EnsureUniqueDirectoryPath(string)|L12438;Method|SanitizeFileName(string?,string)|L9131",,,2,2,0,0
"Method|BackupLocalModAtPath(string,string)|L12484",BackupLocalModAtPath,"BackupLocalModAtPath(string,string)",12484,12500,17,CopyDirectoryContents;EnsureUniqueFilePath,"Method|CopyDirectoryContents(string,string)|L12453;Method|EnsureUniqueFilePath(string)|L9143",,,2,2,0,0
Method|EnsureModListDirectory()|L12502,EnsureModListDirectory,EnsureModListDirectory(),12502,12508,7,,,,,0,0,0,0
Method|EnsureRebuiltModListDirectory()|L12510,EnsureRebuiltModListDirectory,EnsureRebuiltModListDirectory(),12510,12516,7,EnsureModListDirectory,Method|EnsureModListDirectory()|L12502,,,1,1,0,0
Method|EnsureCloudModListCacheDirectory()|L12518,EnsureCloudModListCacheDirectory,EnsureCloudModListCacheDirectory(),12518,12524,7,,,,,0,0,0,0
"Method|IsPathWithinDirectory(string,string)|L12526",IsPathWithinDirectory,"IsPathWithinDirectory(string,string)",12526,12539,14,,,,,0,0,0,0
"Method|BuildSuggestedFileName(string?,string)|L12541",BuildSuggestedFileName,"BuildSuggestedFileName(string?,string)",12541,12551,11,,,,,0,0,0,0
"Method|GetUniqueFilePath(string,string,string)|L12553",GetUniqueFilePath,"GetUniqueFilePath(string,string,string)",12553,12568,16,,,,,0,0,0,0
"Method|GetSnapshotNameFromFilePath(string,string)|L12570",GetSnapshotNameFromFilePath,"GetSnapshotNameFromFilePath(string,string)",12570,12574,5,,,,,0,0,0,0
"Method|ApplyPresetAsync(ModPreset,bool)|L12576",ApplyPresetAsync,"ApplyPresetAsync(ModPreset,bool)",12576,12616,41,ApplyExclusivePresetAsync;ApplyPresetModVersionsAsync;ImportPresetConfigsAsync;ScheduleRefreshAfterModlistLoadIfReady;UpdateModlistLoadingUiState,Method|ApplyExclusivePresetAsync(ModPreset)|L13110;Method|ApplyPresetModVersionsAsync(ModPreset)|L12806;Method|ImportPresetConfigsAsync(ModPreset)|L12618;Method|ScheduleRefreshAfterModlistLoadIfReady()|L3385;Method|UpdateModlistLoadingUiState()|L7254,,,5,5,0,0
Method|ImportPresetConfigsAsync(ModPreset)|L12618,ImportPresetConfigsAsync,ImportPresetConfigsAsync(ModPreset),12618,12804,187,EnsureUniqueRelativePath;GetSafeConfigFileName;IsPathWithinDirectory;NormalizeRelativeConfigPath;ReportStatus;UpdateSelectedModButtons,"Method|EnsureUniqueRelativePath(string,HashSet<string>)|L10298;Method|GetSafeConfigFileName(string?,string?)|L10336;Method|IsPathWithinDirectory(string,string)|L12526;Method|NormalizeRelativeConfigPath(string?,string)|L10279;Method|ReportStatus(string,bool)|L502;Method|UpdateSelectedModButtons()|L13703",,,6,6,0,0
Method|ApplyPresetModVersionsAsync(ModPreset)|L12806,ApplyPresetModVersionsAsync,ApplyPresetModVersionsAsync(ModPreset),12806,13039,234,BeginModlistInstallUi;CompleteModlistInstallStep;CreateModlistInstallProgressReporter;EndModlistInstallUi;TryInstallPresetModAsync;UpdateModsAsync;VersionsMatch,"Method|BeginModlistInstallUi(int,string)|L8739;Method|CompleteModlistInstallStep(string)|L8761;Method|CreateModlistInstallProgressReporter(string)|L8815;Method|EndModlistInstallUi()|L8771;Method|TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?)|L13041;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891;Method|VersionsMatch(string?,string?)|L13239",,,7,7,0,0
"Method|TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?)|L13041",TryInstallPresetModAsync,"TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?)",13041,13107,67,CreateModUpdateProgressReporter;TryGetDependencyInstallTargetPath,"Method|CreateModUpdateProgressReporter(string,IProgress<ModUpdateProgress>?)|L8827;Method|TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?)|L8950",,,2,2,0,0
Method|ApplyExclusivePresetAsync(ModPreset)|L13110,ApplyExclusivePresetAsync,ApplyExclusivePresetAsync(ModPreset),13110,13237,128,BackupLocalModAtPath;CreateLocalModBackupSessionDirectory;GetLocalModBackupEntryDirectory;RefreshModsAsync;ReportStatus;TryGetManagedModPath,"Method|BackupLocalModAtPath(string,string)|L12484;Method|CreateLocalModBackupSessionDirectory()|L12427;Method|GetLocalModBackupEntryDirectory(string,ModListItemViewModel)|L12475;Method|RefreshModsAsync(bool)|L4175;Method|ReportStatus(string,bool)|L502;Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910",,,6,6,0,0
"Method|VersionsMatch(string?,string?)|L13239",VersionsMatch,"VersionsMatch(string?,string?)",13239,13257,19,,,,,0,0,0,0
"Method|LatestVersionTextBlock_OnToolTipOpening(object,ToolTipEventArgs)|L13259",LatestVersionTextBlock_OnToolTipOpening,"LatestVersionTextBlock_OnToolTipOpening(object,ToolTipEventArgs)",13259,13267,9,,,,,0,0,0,0
