MemberId,Name,Signature,StartLine,EndLine,CallerIds,CallerSignatures,CallerCount
Method|PruneAutomaticBackups(string)|L9856,PruneAutomaticBackups,PruneAutomaticBackups(string),9856,9885,"Method|CreateBackupAsync(string,string,bool,bool)|L9714","CreateBackupAsync(string,string,bool,bool)",1
Method|PruneAppStartedBackups(string)|L9887,PruneAppStartedBackups,PruneAppStartedBackups(string),9887,9916,"Method|CreateBackupAsync(string,string,bool,bool)|L9714","CreateBackupAsync(string,string,bool,bool)",1
Method|BuildCloudModlistName()|L9918,BuildCloudModlistName,BuildCloudModlistName(),9918,9921,"Method|SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)|L6081;Method|SaveModlistToCloudAsync()|L10085","SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs);SaveModlistToCloudAsync()",2
Method|EnsureQuestPdfLicense()|L9923,EnsureQuestPdfLicense,EnsureQuestPdfLicense(),9923,9929,"Method|GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)|L9939","GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)",1
Method|GetLines(string)|L9931,GetLines,GetLines(string),9931,9937,"Method|GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)|L9939","GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)",1
"Method|GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)|L9939",GenerateInstalledModsPdf,"GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)",9939,10051,"Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141","TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)",1
Method|GetUploaderNameForPdf()|L10053,GetUploaderNameForPdf,GetUploaderNameForPdf(),10053,10065,"Method|SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)|L6081;Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141;Method|TrySaveModlist(Func<string?>?,out string?)|L9442","SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs);TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?);TrySaveModlist(Func<string?>?,out string?)",3
Method|DetermineUploaderName(FirebaseModlistStore)|L10067,DetermineUploaderName,DetermineUploaderName(FirebaseModlistStore),10067,10072,Method|SaveModlistToCloudAsync()|L10085,SaveModlistToCloudAsync(),1
"Method|SaveModlistMenuItem_OnClick(object,RoutedEventArgs)|L10074",SaveModlistMenuItem_OnClick,"SaveModlistMenuItem_OnClick(object,RoutedEventArgs)",10074,10083,,,0
Method|SaveModlistToCloudAsync()|L10085,SaveModlistToCloudAsync,SaveModlistToCloudAsync(),10085,10175,"Method|SaveCloudModlistButton_OnClick(object,RoutedEventArgs)|L10396;Method|SaveModlistToCloudMenuItem_OnClick(object,RoutedEventArgs)|L10387","SaveCloudModlistButton_OnClick(object,RoutedEventArgs);SaveModlistToCloudMenuItem_OnClick(object,RoutedEventArgs)",2
Method|NormalizeCloudVersion(string?)|L10177,NormalizeCloudVersion,NormalizeCloudVersion(string?),10177,10180,,,0
Method|BuildModConfigOptions(bool)|L10182,BuildModConfigOptions,BuildModConfigOptions(bool),10182,10209,"Method|SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)|L6081;Method|SaveModlistToCloudAsync()|L10085;Method|TrySaveModlist(Func<string?>?,out string?)|L9442","SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs);SaveModlistToCloudAsync();TrySaveModlist(Func<string?>?,out string?)",3
Method|TryReadModConfigurations(IReadOnlyList<ModConfigOption>)|L10211,TryReadModConfigurations,TryReadModConfigurations(IReadOnlyList<ModConfigOption>),10211,10259,"Method|SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)|L6081;Method|SaveModlistToCloudAsync()|L10085;Method|TrySaveModlist(Func<string?>?,out string?)|L9442","SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs);SaveModlistToCloudAsync();TrySaveModlist(Func<string?>?,out string?)",3
"Method|TryGetRelativeConfigPath(string,string)|L10261",TryGetRelativeConfigPath,"TryGetRelativeConfigPath(string,string)",10261,10277,Method|CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>)|L9791;Method|TryReadModConfigurations(IReadOnlyList<ModConfigOption>)|L10211,CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>);TryReadModConfigurations(IReadOnlyList<ModConfigOption>),2
"Method|NormalizeRelativeConfigPath(string?,string)|L10279",NormalizeRelativeConfigPath,"NormalizeRelativeConfigPath(string?,string)",10279,10296,"Method|ImportPresetConfigsAsync(ModPreset)|L12618;Method|TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?)|L11301;Method|TryGetRelativeConfigPath(string,string)|L10261","ImportPresetConfigsAsync(ModPreset);TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?);TryGetRelativeConfigPath(string,string)",3
"Method|EnsureUniqueRelativePath(string,HashSet<string>)|L10298",EnsureUniqueRelativePath,"EnsureUniqueRelativePath(string,HashSet<string>)",10298,10315,Method|ImportPresetConfigsAsync(ModPreset)|L12618,ImportPresetConfigsAsync(ModPreset),1
Method|GetSupportedConfigFiles(string)|L10317,GetSupportedConfigFiles,GetSupportedConfigFiles(string),10317,10323,"Method|ScanForModConfigFilesAsync(MainViewModel,IReadOnlyList<ModListItemViewModel>)|L3790","ScanForModConfigFilesAsync(MainViewModel,IReadOnlyList<ModListItemViewModel>)",1
Method|IsSupportedConfigExtension(string?)|L10325,IsSupportedConfigExtension,IsSupportedConfigExtension(string?),10325,10334,Method|GetSupportedConfigFiles(string)|L10317;Method|ResolveConfigExtension(string?)|L10364,GetSupportedConfigFiles(string);ResolveConfigExtension(string?),2
"Method|GetSafeConfigFileName(string?,string?)|L10336",GetSafeConfigFileName,"GetSafeConfigFileName(string?,string?)",10336,10362,"Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290;Method|CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>)|L9791;Method|ImportPresetConfigsAsync(ModPreset)|L12618;Method|TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?)|L11301;Method|TryReadModConfigurations(IReadOnlyList<ModConfigOption>)|L10211","BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?);CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>);ImportPresetConfigsAsync(ModPreset);TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?);TryReadModConfigurations(IReadOnlyList<ModConfigOption>)",5
Method|ResolveConfigExtension(string?)|L10364,ResolveConfigExtension,ResolveConfigExtension(string?),10364,10373,"Method|GetSafeConfigFileName(string?,string?)|L10336","GetSafeConfigFileName(string?,string?)",1
Method|SanitizeForFileName(string?)|L10375,SanitizeForFileName,SanitizeForFileName(string?),10375,10385,"Method|GetSafeConfigFileName(string?,string?)|L10336","GetSafeConfigFileName(string?,string?)",1
"Method|SaveModlistToCloudMenuItem_OnClick(object,RoutedEventArgs)|L10387",SaveModlistToCloudMenuItem_OnClick,"SaveModlistToCloudMenuItem_OnClick(object,RoutedEventArgs)",10387,10394,,,0
"Method|SaveCloudModlistButton_OnClick(object,RoutedEventArgs)|L10396",SaveCloudModlistButton_OnClick,"SaveCloudModlistButton_OnClick(object,RoutedEventArgs)",10396,10400,,,0
"Method|ModifyCloudModlistsButton_OnClick(object,RoutedEventArgs)|L10402",ModifyCloudModlistsButton_OnClick,"ModifyCloudModlistsButton_OnClick(object,RoutedEventArgs)",10402,10406,,,0
"Method|IsCloudUploaderNameAvailableAsync(FirebaseModlistStore,string)|L10408",IsCloudUploaderNameAvailableAsync,"IsCloudUploaderNameAvailableAsync(FirebaseModlistStore,string)",10408,10429,,,0
"Method|LocalModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)|L10431",LocalModlistsDataGrid_OnSelectionChanged,"LocalModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)",10431,10444,,,0
"Method|SaveLocalModlistButton_OnClick(object,RoutedEventArgs)|L10446",SaveLocalModlistButton_OnClick,"SaveLocalModlistButton_OnClick(object,RoutedEventArgs)",10446,10458,,,0
"Method|InstallLocalModlistButton_OnClick(object,RoutedEventArgs)|L10460",InstallLocalModlistButton_OnClick,"InstallLocalModlistButton_OnClick(object,RoutedEventArgs)",10460,10478,,,0
"Method|OpenModlistsFolderButton_OnClick(object,RoutedEventArgs)|L10480",OpenModlistsFolderButton_OnClick,"OpenModlistsFolderButton_OnClick(object,RoutedEventArgs)",10480,10497,,,0
"Method|DeleteLocalModlistsButton_OnClick(object,RoutedEventArgs)|L10499",DeleteLocalModlistsButton_OnClick,"DeleteLocalModlistsButton_OnClick(object,RoutedEventArgs)",10499,10565,,,0
"Method|ModifyLocalModlistButton_OnClick(object,RoutedEventArgs)|L10567",ModifyLocalModlistButton_OnClick,"ModifyLocalModlistButton_OnClick(object,RoutedEventArgs)",10567,10651,,,0
"Method|RefreshCloudModlistsButton_OnClick(object,RoutedEventArgs)|L10653",RefreshCloudModlistsButton_OnClick,"RefreshCloudModlistsButton_OnClick(object,RoutedEventArgs)",10653,10656,,,0
"Method|CloudModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)|L10658",CloudModlistsDataGrid_OnSelectionChanged,"CloudModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)",10658,10664,,,0
"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666",InstallCloudModlistButton_OnClick,"InstallCloudModlistButton_OnClick(object,RoutedEventArgs)",10666,10738,,,0
"Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740",LoadModlistFromCloudMenuItem_OnClick,"LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)",10740,10810,,,0
"Method|DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs)|L10812",DeleteCloudModlistMenuItem_OnClick,"DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs)",10812,10854,,,0
"Method|LoadPresetMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L10856",LoadPresetMenuItem_OnSubmenuOpened,"LoadPresetMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",10856,10924,,,0
"Method|LoadPresetMenuItem_OnClick(object,RoutedEventArgs)|L10926",LoadPresetMenuItem_OnClick,"LoadPresetMenuItem_OnClick(object,RoutedEventArgs)",10926,10955,,,0
"Method|LoadPresetMenuItem_OnPresetClick(object,RoutedEventArgs)|L10957",LoadPresetMenuItem_OnPresetClick,"LoadPresetMenuItem_OnPresetClick(object,RoutedEventArgs)",10957,10962,,,0
Method|LoadPresetFromFileAsync(string)|L10964,LoadPresetFromFileAsync,LoadPresetFromFileAsync(string),10964,10994,"Method|LoadPresetMenuItem_OnClick(object,RoutedEventArgs)|L10926;Method|LoadPresetMenuItem_OnPresetClick(object,RoutedEventArgs)|L10957","LoadPresetMenuItem_OnClick(object,RoutedEventArgs);LoadPresetMenuItem_OnPresetClick(object,RoutedEventArgs)",2
"Method|LoadModlistMenuItem_OnClick(object,RoutedEventArgs)|L10996",LoadModlistMenuItem_OnClick,"LoadModlistMenuItem_OnClick(object,RoutedEventArgs)",10996,11015,,,0
Method|LoadModlistFromFileAsync(string)|L11017,LoadModlistFromFileAsync,LoadModlistFromFileAsync(string),11017,11060,"Method|InstallLocalModlistButton_OnClick(object,RoutedEventArgs)|L10460;Method|LoadModlistMenuItem_OnClick(object,RoutedEventArgs)|L10996;Method|MainWindow_OnPreviewDrop(object,DragEventArgs)|L11072","InstallLocalModlistButton_OnClick(object,RoutedEventArgs);LoadModlistMenuItem_OnClick(object,RoutedEventArgs);MainWindow_OnPreviewDrop(object,DragEventArgs)",3
"Method|MainWindow_OnPreviewDragEnter(object,DragEventArgs)|L11062",MainWindow_OnPreviewDragEnter,"MainWindow_OnPreviewDragEnter(object,DragEventArgs)",11062,11065,,,0
"Method|MainWindow_OnPreviewDragOver(object,DragEventArgs)|L11067",MainWindow_OnPreviewDragOver,"MainWindow_OnPreviewDragOver(object,DragEventArgs)",11067,11070,,,0
"Method|MainWindow_OnPreviewDrop(object,DragEventArgs)|L11072",MainWindow_OnPreviewDrop,"MainWindow_OnPreviewDrop(object,DragEventArgs)",11072,11085,,,0
Method|HandleModlistDragEvent(DragEventArgs)|L11087,HandleModlistDragEvent,HandleModlistDragEvent(DragEventArgs),11087,11098,"Method|MainWindow_OnPreviewDragEnter(object,DragEventArgs)|L11062;Method|MainWindow_OnPreviewDragOver(object,DragEventArgs)|L11067","MainWindow_OnPreviewDragEnter(object,DragEventArgs);MainWindow_OnPreviewDragOver(object,DragEventArgs)",2
"Method|TryGetDroppedModlistFile(DragEventArgs,out string?)|L11100",TryGetDroppedModlistFile,"TryGetDroppedModlistFile(DragEventArgs,out string?)",11100,11116,"Method|HandleModlistDragEvent(DragEventArgs)|L11087;Method|MainWindow_OnPreviewDrop(object,DragEventArgs)|L11072","HandleModlistDragEvent(DragEventArgs);MainWindow_OnPreviewDrop(object,DragEventArgs)",2
Method|HasSupportedModlistExtension(string)|L11118,HasSupportedModlistExtension,HasSupportedModlistExtension(string),11118,11123,"Method|BuildLocalModlistEntries(out List<string>)|L11920;Method|TryGetDroppedModlistFile(DragEventArgs,out string?)|L11100","BuildLocalModlistEntries(out List<string>);TryGetDroppedModlistFile(DragEventArgs,out string?)",2
"Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125",TryLoadPresetFromFile,"TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)",11125,11160,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666;Method|LoadModlistFromFileAsync(string)|L11017;Method|LoadPresetFromFileAsync(string)|L10964;Method|RestoreBackupAsync(string,bool)|L8617","InstallCloudModlistButton_OnClick(object,RoutedEventArgs);LoadModlistFromFileAsync(string);LoadPresetFromFileAsync(string);RestoreBackupAsync(string,bool)",4
"Method|TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11162",TryLoadPresetFromPdf,"TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)",11162,11259,"Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125","TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)",1
"Method|TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)|L11261",TryLoadPresetFromJson,"TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)",11261,11299,"Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11162","LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);TryLoadPresetFromPdf(string,string,PresetLoadOptions,out ModPreset?,out string?)",2
"Method|TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?)|L11301",TryBuildPresetFromSerializable,"TryBuildPresetFromSerializable(SerializablePreset,string,PresetLoadOptions,out ModPreset?,out string?,string?)",11301,11415,"Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125;Method|TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)|L11261","TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?);TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)",2
"Method|ApplyConfigListToPreset(SerializablePreset,SerializableConfigList?)|L11417",ApplyConfigListToPreset,"ApplyConfigListToPreset(SerializablePreset,SerializableConfigList?)",11417,11436,"Method|TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)|L11261","TryLoadPresetFromJson(string,string,PresetLoadOptions,out ModPreset?,out string?,string?,string?)",1
Method|BuildConfigKey(SerializableModConfiguration)|L11438,BuildConfigKey,BuildConfigKey(SerializableModConfiguration),11438,11450,"Method|ApplyConfigListToPreset(SerializablePreset,SerializableConfigList?)|L11417","ApplyConfigListToPreset(SerializablePreset,SerializableConfigList?)",1
"Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456",ExecuteCloudOperationAsync,"ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)",11456,11523,"Method|DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)|L7168;Method|DeleteCloudAuthMenuItem_OnClick(object,RoutedEventArgs)|L6909;Method|DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs)|L10812;Method|EnsureCloudModlistContentAsync(CloudModlistListEntry)|L12142;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|ModifyCloudModlistsButton_OnClick(object,RoutedEventArgs)|L10402;Method|RefreshCloudModlistsAsync(bool)|L12066;Method|SaveModlistToCloudAsync()|L10085","DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs);DeleteCloudAuthMenuItem_OnClick(object,RoutedEventArgs);DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs);EnsureCloudModlistContentAsync(CloudModlistListEntry);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);ModifyCloudModlistsButton_OnClick(object,RoutedEventArgs);RefreshCloudModlistsAsync(bool);SaveModlistToCloudAsync()",8
Method|MigrateLegacyFirebaseDataIfNeededAsync()|L11525,MigrateLegacyFirebaseDataIfNeededAsync,MigrateLegacyFirebaseDataIfNeededAsync(),11525,11555,"Method|EnsureCloudStoreInitializedAsync()|L11557;Method|MainWindow_Loaded(object,RoutedEventArgs)|L590","EnsureCloudStoreInitializedAsync();MainWindow_Loaded(object,RoutedEventArgs)",2
Method|EnsureCloudStoreInitializedAsync()|L11557,EnsureCloudStoreInitializedAsync,EnsureCloudStoreInitializedAsync(),11557,11587,"Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456","ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)",1
Method|PromptForCloudSaveReplacement(IReadOnlyList<CloudModlistSlot>)|L11589,PromptForCloudSaveReplacement,PromptForCloudSaveReplacement(IReadOnlyList<CloudModlistSlot>),11589,11602,Method|SaveModlistToCloudAsync()|L10085,SaveModlistToCloudAsync(),1
Method|ShowCloudModlistManagementDialogAsync(FirebaseModlistStore)|L11604,ShowCloudModlistManagementDialogAsync,ShowCloudModlistManagementDialogAsync(FirebaseModlistStore),11604,11625,"Method|ModifyCloudModlistsButton_OnClick(object,RoutedEventArgs)|L10402","ModifyCloudModlistsButton_OnClick(object,RoutedEventArgs)",1
Method|BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore)|L11627,BuildCloudModlistManagementEntriesAsync,BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore),11627,11646,Method|ShowCloudModlistManagementDialogAsync(FirebaseModlistStore)|L11604,ShowCloudModlistManagementDialogAsync(FirebaseModlistStore),1
"Method|RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)|L11648",RenameCloudModlistAsync,"RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)",11648,11717,Method|ShowCloudModlistManagementDialogAsync(FirebaseModlistStore)|L11604,ShowCloudModlistManagementDialogAsync(FirebaseModlistStore),1
"Method|DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry)|L11719",DeleteCloudModlistAsync,"DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry)",11719,11749,Method|ShowCloudModlistManagementDialogAsync(FirebaseModlistStore)|L11604,ShowCloudModlistManagementDialogAsync(FirebaseModlistStore),1
"Method|DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)|L11751",DeleteAllCloudModlistsAndAuthorizationAsync,"DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)",11751,11776,"Method|DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)|L7168;Method|DeleteCloudAuthMenuItem_OnClick(object,RoutedEventArgs)|L6909","DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs);DeleteCloudAuthMenuItem_OnClick(object,RoutedEventArgs)",2
Method|UpdateCloudModlistsAfterChangeAsync()|L11778,UpdateCloudModlistsAfterChangeAsync,UpdateCloudModlistsAfterChangeAsync(),11778,11784,"Method|DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry)|L11719;Method|RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)|L11648","DeleteCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry);RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)",2
"Method|ReplaceCloudModlistName(string,string)|L11786",ReplaceCloudModlistName,"ReplaceCloudModlistName(string,string)",11786,11815,"Method|RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)|L11648","RenameCloudModlistAsync(FirebaseModlistStore,CloudModlistManagementEntry,string)",1
"Method|GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)|L11817",GetCloudModlistSlotsAsync,"GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)",11817,11853,"Method|BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore)|L11627;Method|DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs)|L10812;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|SaveModlistToCloudAsync()|L10085","BuildCloudModlistManagementEntriesAsync(FirebaseModlistStore);DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);SaveModlistToCloudAsync()",4
"Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855",RefreshLocalModlists,"RefreshLocalModlists(bool,IReadOnlyCollection<string>?)",11855,11918,"Method|DeleteLocalModlistsButton_OnClick(object,RoutedEventArgs)|L10499;Method|EnsureModlistBackupBeforeLoad()|L9625;Method|HandleModlistsVisibilityChanged(bool)|L3051;Method|InstallLocalModlistButton_OnClick(object,RoutedEventArgs)|L10460;Method|ModifyLocalModlistButton_OnClick(object,RoutedEventArgs)|L10567;Method|SaveLocalModlistButton_OnClick(object,RoutedEventArgs)|L10446;Method|SaveModlistMenuItem_OnClick(object,RoutedEventArgs)|L10074","DeleteLocalModlistsButton_OnClick(object,RoutedEventArgs);EnsureModlistBackupBeforeLoad();HandleModlistsVisibilityChanged(bool);InstallLocalModlistButton_OnClick(object,RoutedEventArgs);ModifyLocalModlistButton_OnClick(object,RoutedEventArgs);SaveLocalModlistButton_OnClick(object,RoutedEventArgs);SaveModlistMenuItem_OnClick(object,RoutedEventArgs)",7
Method|BuildLocalModlistEntries(out List<string>)|L11920,BuildLocalModlistEntries,BuildLocalModlistEntries(out List<string>),11920,11952,"Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855","RefreshLocalModlists(bool,IReadOnlyCollection<string>?)",1
"Method|TryCreateLocalModlistEntry(string,out LocalModlistListEntry?,out string?)|L11954",TryCreateLocalModlistEntry,"TryCreateLocalModlistEntry(string,out LocalModlistListEntry?,out string?)",11954,12028,Method|BuildLocalModlistEntries(out List<string>)|L11920,BuildLocalModlistEntries(out List<string>),1
"Method|TryCreateLocalModlistEntryFromJson(string,string,out LocalModlistListEntry?,out string?)|L12030",TryCreateLocalModlistEntryFromJson,"TryCreateLocalModlistEntryFromJson(string,string,out LocalModlistListEntry?,out string?)",12030,12064,"Method|TryCreateLocalModlistEntry(string,out LocalModlistListEntry?,out string?)|L11954","TryCreateLocalModlistEntry(string,out LocalModlistListEntry?,out string?)",1
Method|RefreshCloudModlistsAsync(bool)|L12066,RefreshCloudModlistsAsync,RefreshCloudModlistsAsync(bool),12066,12096,"Method|DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs)|L10812;Method|HandleModlistsVisibilityChanged(bool)|L3051;Method|ModlistsTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)|L3159;Method|RefreshCloudModlistsButton_OnClick(object,RoutedEventArgs)|L10653;Method|SaveCloudModlistButton_OnClick(object,RoutedEventArgs)|L10396;Method|SaveModlistToCloudMenuItem_OnClick(object,RoutedEventArgs)|L10387;Method|UpdateCloudModlistsAfterChangeAsync()|L11778","DeleteCloudModlistMenuItem_OnClick(object,RoutedEventArgs);HandleModlistsVisibilityChanged(bool);ModlistsTabControl_OnSelectionChanged(object,SelectionChangedEventArgs);RefreshCloudModlistsButton_OnClick(object,RoutedEventArgs);SaveCloudModlistButton_OnClick(object,RoutedEventArgs);SaveModlistToCloudMenuItem_OnClick(object,RoutedEventArgs);UpdateCloudModlistsAfterChangeAsync()",7
Method|BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>)|L12098,BuildCloudModlistEntries,BuildCloudModlistEntries(IEnumerable<CloudModlistRegistryEntry>),12098,12140,Method|RefreshCloudModlistsAsync(bool)|L12066,RefreshCloudModlistsAsync(bool),1
Method|EnsureCloudModlistContentAsync(CloudModlistListEntry)|L12142,EnsureCloudModlistContentAsync,EnsureCloudModlistContentAsync(CloudModlistListEntry),12142,12183,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666","InstallCloudModlistButton_OnClick(object,RoutedEventArgs)",1
Method|SetLocalModlistSelection(IReadOnlyList<LocalModlistListEntry>)|L12185,SetLocalModlistSelection,SetLocalModlistSelection(IReadOnlyList<LocalModlistListEntry>),12185,12211,"Method|HandleModlistsVisibilityChanged(bool)|L3051;Method|LocalModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)|L10431;Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855","HandleModlistsVisibilityChanged(bool);LocalModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs);RefreshLocalModlists(bool,IReadOnlyCollection<string>?)",3
