MemberId,Type,Name,Signature,StartLine,EndLine,LineCount,Modifiers,ReturnType,Parameters
Method|UpdateModlistAutoLoadMenu(ModlistAutoLoadBehavior)|L1593,Method,UpdateModlistAutoLoadMenu,UpdateModlistAutoLoadMenu(ModlistAutoLoadBehavior),1593,1600,8,private,void,ModlistAutoLoadBehavior behavior
Method|UpdateGameVersionMenuItem(string?)|L1602,Method,UpdateGameVersionMenuItem,UpdateGameVersionMenuItem(string?),1602,1614,13,private,void,string? gameVersion
Method|ApplyStoredWindowDimensions()|L1616,Method,ApplyStoredWindowDimensions,ApplyStoredWindowDimensions(),1616,1637,22,private,void,
"Method|IsWindowPositionOnScreen(double,double)|L1639",Method,IsWindowPositionOnScreen,"IsWindowPositionOnScreen(double,double)",1639,1652,14,private static,bool,"double left, double top"
Method|SaveWindowDimensions()|L1654,Method,SaveWindowDimensions,SaveWindowDimensions(),1654,1664,11,private,void,
Method|SetUsernameDisplay(string?)|L1666,Method,SetUsernameDisplay,SetUsernameDisplay(string?),1666,1671,6,private,void,string? name
Method|ResolveUploaderName(string?)|L1673,Method,ResolveUploaderName,ResolveUploaderName(string?),1673,1699,27,private,string,string? fallbackUserId = null
Method|ApplyPlayerIdentityToUiAndCloudStore()|L1701,Method,ApplyPlayerIdentityToUiAndCloudStore,ApplyPlayerIdentityToUiAndCloudStore(),1701,1706,6,private,void,
Method|ApplyPlayerIdentityToCloudStore(FirebaseModlistStore?)|L1708,Method,ApplyPlayerIdentityToCloudStore,ApplyPlayerIdentityToCloudStore(FirebaseModlistStore?),1708,1713,6,private,void,FirebaseModlistStore? store
Method|SaveUploaderName()|L1715,Method,SaveUploaderName,SaveUploaderName(),1715,1721,7,private,void,
"Method|EnableServerOptionsMenuItem_OnClick(object,RoutedEventArgs)|L1723",Method,EnableServerOptionsMenuItem_OnClick,"EnableServerOptionsMenuItem_OnClick(object,RoutedEventArgs)",1723,1730,8,private,void,"object sender, RoutedEventArgs e"
"Method|UseFasterThumbnailsMenuItem_OnClick(object,RoutedEventArgs)|L1732",Method,UseFasterThumbnailsMenuItem_OnClick,"UseFasterThumbnailsMenuItem_OnClick(object,RoutedEventArgs)",1732,1738,7,private,void,"object sender, RoutedEventArgs e"
"Method|DisableHoverEffectsMenuItem_OnClick(object,RoutedEventArgs)|L1740",Method,DisableHoverEffectsMenuItem_OnClick,"DisableHoverEffectsMenuItem_OnClick(object,RoutedEventArgs)",1740,1751,12,private,void,"object sender, RoutedEventArgs e"
"Method|LogModUpdateMenuItem_OnClick(object,RoutedEventArgs)|L1753",Method,LogModUpdateMenuItem_OnClick,"LogModUpdateMenuItem_OnClick(object,RoutedEventArgs)",1753,1759,7,private,void,"object sender, RoutedEventArgs e"
"Method|LogModInstallMenuItem_OnClick(object,RoutedEventArgs)|L1761",Method,LogModInstallMenuItem_OnClick,"LogModInstallMenuItem_OnClick(object,RoutedEventArgs)",1761,1767,7,private,void,"object sender, RoutedEventArgs e"
"Method|LogModDeletionMenuItem_OnClick(object,RoutedEventArgs)|L1769",Method,LogModDeletionMenuItem_OnClick,"LogModDeletionMenuItem_OnClick(object,RoutedEventArgs)",1769,1775,7,private,void,"object sender, RoutedEventArgs e"
"Method|LogAppLifecycleMenuItem_OnClick(object,RoutedEventArgs)|L1777",Method,LogAppLifecycleMenuItem_OnClick,"LogAppLifecycleMenuItem_OnClick(object,RoutedEventArgs)",1777,1783,7,private,void,"object sender, RoutedEventArgs e"
"Method|LogErrorsAndExceptionsMenuItem_OnClick(object,RoutedEventArgs)|L1785",Method,LogErrorsAndExceptionsMenuItem_OnClick,"LogErrorsAndExceptionsMenuItem_OnClick(object,RoutedEventArgs)",1785,1792,8,private,void,"object sender, RoutedEventArgs e"
Method|InitializeTraceListener()|L1794,Method,InitializeTraceListener,InitializeTraceListener(),1794,1811,18,private,void,
Method|UpdateLoggingMenuState()|L1813,Method,UpdateLoggingMenuState,UpdateLoggingMenuState(),1813,1825,13,private,void,
"Method|GenerateServerInstallMacroMenuItem_OnClick(object,RoutedEventArgs)|L1827",Method,GenerateServerInstallMacroMenuItem_OnClick,"GenerateServerInstallMacroMenuItem_OnClick(object,RoutedEventArgs)",1827,1976,150,private,void,"object sender, RoutedEventArgs e"
"Method|CacheAllVersionsMenuItem_OnClick(object,RoutedEventArgs)|L1978",Method,CacheAllVersionsMenuItem_OnClick,"CacheAllVersionsMenuItem_OnClick(object,RoutedEventArgs)",1978,1984,7,private,void,"object sender, RoutedEventArgs e"
"Method|RequireExactVsVersionMenuItem_OnClick(object,RoutedEventArgs)|L1986",Method,RequireExactVsVersionMenuItem_OnClick,"RequireExactVsVersionMenuItem_OnClick(object,RoutedEventArgs)",1986,1992,7,private,void,"object sender, RoutedEventArgs e"
"Method|ExperimentalModDebuggingMenuItem_OnClick(object,RoutedEventArgs)|L1994",Method,ExperimentalModDebuggingMenuItem_OnClick,"ExperimentalModDebuggingMenuItem_OnClick(object,RoutedEventArgs)",1994,2060,67,private async,void,"object sender, RoutedEventArgs e"
"Method|ExperimentalAllModsDebuggingMenuItem_OnClick(object,RoutedEventArgs)|L2062",Method,ExperimentalAllModsDebuggingMenuItem_OnClick,"ExperimentalAllModsDebuggingMenuItem_OnClick(object,RoutedEventArgs)",2062,2155,94,private async,void,"object sender, RoutedEventArgs e"
"Method|CollectExperimentalModDebugLines(string,string)|L2157",Method,CollectExperimentalModDebugLines,"CollectExperimentalModDebugLines(string,string)",2157,2165,9,private static,List<ExperimentalModDebugLogLine>,"string logsDirectory, string modId"
"Method|CollectInstalledModDebugLines(string,IReadOnlyList<InstalledModLogIdentifier>)|L2167",Method,CollectInstalledModDebugLines,"CollectInstalledModDebugLines(string,IReadOnlyList<InstalledModLogIdentifier>)",2167,2178,12,private static,List<ExperimentalModDebugLogLine>,"string logsDirectory, IReadOnlyList<InstalledModLogIdentifier> modIdentifiers"
Method|GetExperimentalModDebugFilePaths(string)|L2180,Method,GetExperimentalModDebugFilePaths,GetExperimentalModDebugFilePaths(string),2180,2211,32,private static,List<string>,string logsDirectory
"Method|AppendExperimentalModDebugLines(List<ExperimentalModDebugLogLine>,string,string)|L2213",Method,AppendExperimentalModDebugLines,"AppendExperimentalModDebugLines(List<ExperimentalModDebugLogLine>,string,string)",2213,2239,27,private static,void,"List<ExperimentalModDebugLogLine> logLines, string filePath, string modId"
"Method|AppendInstalledModDebugLines(List<ExperimentalModDebugLogLine>,string,IReadOnlyList<InstalledModLogIdentifier>)|L2241",Method,AppendInstalledModDebugLines,"AppendInstalledModDebugLines(List<ExperimentalModDebugLogLine>,string,IReadOnlyList<InstalledModLogIdentifier>)",2241,2272,32,private static,void,"List<ExperimentalModDebugLogLine> logLines, string filePath, IReadOnlyList<InstalledModLogIdentifier> modIdentifiers"
"Method|AppendExperimentalModDebugFileSection(List<ExperimentalModDebugLogLine>,string,List<string>)|L2274",Method,AppendExperimentalModDebugFileSection,"AppendExperimentalModDebugFileSection(List<ExperimentalModDebugLogLine>,string,List<string>)",2274,2286,13,private static,void,"List<ExperimentalModDebugLogLine> logLines, string fileName, List<string> matchedLines"
"Method|AppendExperimentalModDebugFileSectionWithModId(List<ExperimentalModDebugLogLine>,string,string,List<(string Line, int LineNumber)>,string)|L2288",Method,AppendExperimentalModDebugFileSectionWithModId,"AppendExperimentalModDebugFileSectionWithModId(List<ExperimentalModDebugLogLine>,string,string,List<(string Line, int LineNumber)>,string)",2288,2304,17,private static,void,"List<ExperimentalModDebugLogLine> logLines, string filePath, string fileName, List<(string Line, int LineNumber)> matchedLines, string modId"
"Method|AppendExperimentalModDebugFileSectionWithMods(List<ExperimentalModDebugLogLine>,string,string,List<(string Line, string ModName, int LineNumber)>)|L2306",Method,AppendExperimentalModDebugFileSectionWithMods,"AppendExperimentalModDebugFileSectionWithMods(List<ExperimentalModDebugLogLine>,string,string,List<(string Line, string ModName, int LineNumber)>)",2306,2321,16,private static,void,"List<ExperimentalModDebugLogLine> logLines, string filePath, string fileName, List<(string Line, string ModName, int LineNumber)> matchedLines"
Method|ShouldIgnoreExperimentalModDebugLine(string)|L2323,Method,ShouldIgnoreExperimentalModDebugLine,ShouldIgnoreExperimentalModDebugLine(string),2323,2330,8,private static,bool,string line
Method|SummarizePatchMissingLines(List<string>)|L2332,Method,SummarizePatchMissingLines,SummarizePatchMissingLines(List<string>),2332,2386,55,private static,List<string>,List<string> matchedLines
"Method|SummarizePatchMissingLinesWithLineNumbers(List<(string Line, int LineNumber)>)|L2388",Method,SummarizePatchMissingLinesWithLineNumbers,"SummarizePatchMissingLinesWithLineNumbers(List<(string Line, int LineNumber)>)",2388,2446,59,private static,"List<(string Line, int LineNumber)>","List<(string Line, int LineNumber)> matchedLines"
"Method|AddOrIncrementSummary(List<string>,Dictionary<string, (int Index, int HiddenCount)>,string,string)|L2448",Method,AddOrIncrementSummary,"AddOrIncrementSummary(List<string>,Dictionary<string, (int Index, int HiddenCount)>,string,string)",2448,2463,16,private static,void,"List<string> summarized, Dictionary<string, (int Index, int HiddenCount)> summaries, string line, string summaryKey"
"Method|AddOrIncrementSummaryWithLineNumber(List<(string Line, int LineNumber)>,Dictionary<string, (int Index, int HiddenCount)>,string,int,string)|L2465",Method,AddOrIncrementSummaryWithLineNumber,"AddOrIncrementSummaryWithLineNumber(List<(string Line, int LineNumber)>,Dictionary<string, (int Index, int HiddenCount)>,string,int,string)",2465,2481,17,private static,void,"List<(string Line, int LineNumber)> summarized, Dictionary<string, (int Index, int HiddenCount)> summaries, string line, int lineNumber, string summaryKey"
"Method|SummarizePatchMissingLinesWithModAndLineNumbers(List<(string Line, string ModName, int LineNumber)>)|L2483",Method,SummarizePatchMissingLinesWithModAndLineNumbers,"SummarizePatchMissingLinesWithModAndLineNumbers(List<(string Line, string ModName, int LineNumber)>)",2483,2543,61,private static,"List<(string Line, string ModName, int LineNumber)>","List<(string Line, string ModName, int LineNumber)> matchedLines"
"Method|AddOrIncrementSummaryWithModAndLineNumber(List<(string Line, string ModName, int LineNumber)>,Dictionary<string, (int Index, int HiddenCount)>,string,string,int,string)|L2545",Method,AddOrIncrementSummaryWithModAndLineNumber,"AddOrIncrementSummaryWithModAndLineNumber(List<(string Line, string ModName, int LineNumber)>,Dictionary<string, (int Index, int HiddenCount)>,string,string,int,string)",2545,2562,18,private static,void,"List<(string Line, string ModName, int LineNumber)> summarized, Dictionary<string, (int Index, int HiddenCount)> summaries, string line, string modName, int lineNumber, string summaryKey"
Method|InitializeViewModel()|L2568,Method,InitializeViewModel,InitializeViewModel(),2568,2593,26,private,void,
Method|InitializeModBrowserView()|L2595,Method,InitializeModBrowserView,InitializeModBrowserView(),2595,2620,26,private,void,
Method|InitializeVotesCacheWatcher()|L2622,Method,InitializeVotesCacheWatcher,InitializeVotesCacheWatcher(),2622,2636,15,private,void,
"Method|OnVotesCacheChanged(object?,EventArgs)|L2638",Method,OnVotesCacheChanged,"OnVotesCacheChanged(object?,EventArgs)",2638,2657,20,private,void,"object? sender, EventArgs e"
Method|SubscribeModBrowserToDirectoryWatcher()|L2659,Method,SubscribeModBrowserToDirectoryWatcher,SubscribeModBrowserToDirectoryWatcher(),2659,2665,7,private,void,
Method|UnsubscribeModBrowserFromDirectoryWatcher()|L2667,Method,UnsubscribeModBrowserFromDirectoryWatcher,UnsubscribeModBrowserFromDirectoryWatcher(),2667,2673,7,private,void,
"Method|ModsWatcherOnChangesDetected(object?,EventArgs)|L2675",Method,ModsWatcherOnChangesDetected,"ModsWatcherOnChangesDetected(object?,EventArgs)",2675,2691,17,private,void,"object? sender, EventArgs e"
Method|SyncInstalledModsToModBrowser()|L2693,Method,SyncInstalledModsToModBrowser,SyncInstalledModsToModBrowser(),2693,2714,22,private,void,
Method|AddModToInstalledAndRemoveFromSearch(int)|L2716,Method,AddModToInstalledAndRemoveFromSearch,AddModToInstalledAndRemoveFromSearch(int),2716,2734,19,private,void,int modId
Method|InstallModFromBrowserAsync(DownloadableMod)|L2736,Method,InstallModFromBrowserAsync,InstallModFromBrowserAsync(DownloadableMod),2736,2842,107,private async,Task,DownloadableMod mod
Method|ConvertToModListItemViewModel(DownloadableMod)|L2848,Method,ConvertToModListItemViewModel,ConvertToModListItemViewModel(DownloadableMod),2848,2914,67,private,ModListItemViewModel,DownloadableMod mod
Method|ConvertToModReleaseInfo(DownloadableModRelease)|L2920,Method,ConvertToModReleaseInfo,ConvertToModReleaseInfo(DownloadableModRelease),2920,2944,25,private,ModReleaseInfo?,DownloadableModRelease release
"Method|OnUserReportVoteSubmitted(object?,ModUserReportChangedEventArgs)|L2946",Method,OnUserReportVoteSubmitted,"OnUserReportVoteSubmitted(object?,ModUserReportChangedEventArgs)",2946,2961,16,private,void,"object? sender, ModUserReportChangedEventArgs e"
"Method|ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)|L2963",Method,ViewModelOnPropertyChanged,"ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)",2963,3044,82,private,void,"object? sender, PropertyChangedEventArgs e"
Method|UpdateSearchColumnVisibility(bool)|L3046,Method,UpdateSearchColumnVisibility,UpdateSearchColumnVisibility(bool),3046,3049,4,private,void,bool isSearchingModDatabase
Method|HandleModlistsVisibilityChanged(bool)|L3051,Method,HandleModlistsVisibilityChanged,HandleModlistsVisibilityChanged(bool),3051,3073,23,private,void,bool isVisible
"Method|MiddleTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)|L3075",Method,MiddleTabControl_OnSelectionChanged,"MiddleTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)",3075,3113,39,private async,void,"object sender, SelectionChangedEventArgs e"
Method|UpdateModBrowserTabVisibilityState(bool)|L3115,Method,UpdateModBrowserTabVisibilityState,UpdateModBrowserTabVisibilityState(bool),3115,3129,15,private,void,bool isSelected
Method|SyncMiddleTabControlToViewModel()|L3131,Method,SyncMiddleTabControlToViewModel,SyncMiddleTabControlToViewModel(),3131,3157,27,private,void,
"Method|ModlistsTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)|L3159",Method,ModlistsTabControl_OnSelectionChanged,"ModlistsTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)",3159,3194,36,private,void,"object sender, SelectionChangedEventArgs e"
"Method|ModlistsTabControl_OnLoaded(object,RoutedEventArgs)|L3196",Method,ModlistsTabControl_OnLoaded,"ModlistsTabControl_OnLoaded(object,RoutedEventArgs)",3196,3199,4,private,void,"object sender, RoutedEventArgs e"
Method|ApplyPreferredModlistsTabSelection()|L3201,Method,ApplyPreferredModlistsTabSelection,ApplyPreferredModlistsTabSelection(),3201,3211,11,private,void,
"Method|InternetAccessManager_OnInternetAccessChanged(object?,EventArgs)|L3213",Method,InternetAccessManager_OnInternetAccessChanged,"InternetAccessManager_OnInternetAccessChanged(object?,EventArgs)",3213,3225,13,private,void,"object? sender, EventArgs e"
Method|EnsureCloudModlistsConsent()|L3227,Method,EnsureCloudModlistsConsent,EnsureCloudModlistsConsent(),3227,3238,12,private,bool,
Method|EnsureFirebaseAuthConsent(string)|L3240,Method,EnsureFirebaseAuthConsent,EnsureFirebaseAuthConsent(string),3240,3265,26,private,bool,string message
Method|HasFirebaseAuthStateFile()|L3267,Method,HasFirebaseAuthStateFile,HasFirebaseAuthStateFile(),3267,3271,5,private static,bool,
Method|EnsureUserReportVotingConsent()|L3273,Method,EnsureUserReportVotingConsent,EnsureUserReportVotingConsent(),3273,3282,10,private,bool,
Method|EnsureFirebaseAuthBackedUpIfAvailable()|L3284,Method,EnsureFirebaseAuthBackedUpIfAvailable,EnsureFirebaseAuthBackedUpIfAvailable(),3284,3316,33,private,void,
Method|DeleteFirebaseAuthFiles()|L3318,Method,DeleteFirebaseAuthFiles,DeleteFirebaseAuthFiles(),3318,3329,12,private,void,
Method|TryDeleteFirebaseAuthFile(string)|L3331,Method,TryDeleteFirebaseAuthFile,TryDeleteFirebaseAuthFile(string),3331,3344,14,private static,void,string path
Method|UpdateSearchSortingBehavior(bool)|L3346,Method,UpdateSearchSortingBehavior,UpdateSearchSortingBehavior(bool),3346,3351,6,private,void,bool isSearchingModDatabase
Method|ShouldRefreshAfterDependencyResolution(string?)|L3353,Method,ShouldRefreshAfterDependencyResolution,ShouldRefreshAfterDependencyResolution(string?),3353,3357,5,private static,bool,string? statusMessage
Method|RefreshModsAfterDependencyResolutionAsync()|L3359,Method,RefreshModsAfterDependencyResolutionAsync,RefreshModsAfterDependencyResolutionAsync(),3359,3383,25,private async,Task,
Method|ScheduleRefreshAfterModlistLoadIfReady()|L3385,Method,ScheduleRefreshAfterModlistLoadIfReady,ScheduleRefreshAfterModlistLoadIfReady(),3385,3416,32,private,void,
Method|RestoreSortPreference()|L3418,Method,RestoreSortPreference,RestoreSortPreference(),3418,3429,12,private,void,
"Method|ApplyModListSort(string,ListSortDirection,bool)|L3431",Method,ApplyModListSort,"ApplyModListSort(string,ListSortDirection,bool)",3431,3448,18,private,void,"string sortMemberPath, ListSortDirection direction, bool persistPreference"
"Method|ApplySortOption(SortOption,bool)|L3450",Method,ApplySortOption,"ApplySortOption(SortOption,bool)",3450,3474,25,private,void,"SortOption option, bool persistPreference"
Method|IsActiveSortMember(string?)|L3476,Method,IsActiveSortMember,IsActiveSortMember(string?),3476,3483,8,private static,bool,string? sortMemberPath
Method|NormalizeSortMemberPath(string)|L3485,Method,NormalizeSortMemberPath,NormalizeSortMemberPath(string),3485,3497,13,private static,string,string sortMemberPath
"Method|SortMemberMatches(string?,string)|L3499",Method,SortMemberMatches,"SortMemberMatches(string?,string)",3499,3507,9,private static,bool,"string? columnSortMemberPath, string sortMemberPath"
"Method|FindMatchingSortOption(string,ListSortDirection)|L3509",Method,FindMatchingSortOption,"FindMatchingSortOption(string,ListSortDirection)",3509,3524,16,private,SortOption?,"string sortMemberPath, ListSortDirection direction"
"Method|SortOptionMatches(SortOption,string,ListSortDirection)|L3526",Method,SortOptionMatches,"SortOptionMatches(SortOption,string,ListSortDirection)",3526,3546,21,private static,bool,"SortOption option, string sortMemberPath, ListSortDirection direction"
"Method|BuildSortDescriptions(string,ListSortDirection)|L3548",Method,BuildSortDescriptions,"BuildSortDescriptions(string,ListSortDirection)",3548,3573,26,private static,"(string Property, ListSortDirection Direction)[]","string sortMemberPath, ListSortDirection direction"
"Method|BuildSortDisplayName(string,ListSortDirection)|L3575",Method,BuildSortDisplayName,"BuildSortDisplayName(string,ListSortDirection)",3575,3594,20,private static,string,"string sortMemberPath, ListSortDirection direction"
Method|UpdateSortPreferenceFromSelectedOption(bool)|L3596,Method,UpdateSortPreferenceFromSelectedOption,UpdateSortPreferenceFromSelectedOption(bool),3596,3618,23,private,void,bool persistPreference
"Method|UpdateColumnSortVisuals(string,ListSortDirection)|L3620",Method,UpdateColumnSortVisuals,"UpdateColumnSortVisuals(string,ListSortDirection)",3620,3629,10,private,void,"string sortMemberPath, ListSortDirection direction"
Method|ClearColumnSortIndicators()|L3631,Method,ClearColumnSortIndicators,ClearColumnSortIndicators(),3631,3636,6,private,void,
Method|InitializeViewModelAsync(MainViewModel)|L3638,Method,InitializeViewModelAsync,InitializeViewModelAsync(MainViewModel),3638,3667,30,private async,Task,MainViewModel viewModel
Method|DisposeCurrentViewModel()|L3669,Method,DisposeCurrentViewModel,DisposeCurrentViewModel(),3669,3678,10,private,void,
Method|DisposeViewModel(MainViewModel?)|L3680,Method,DisposeViewModel,DisposeViewModel(MainViewModel?),3680,3687,8,private,void,MainViewModel? viewModel
Method|StartModsWatcher()|L3689,Method,StartModsWatcher,StartModsWatcher(),3689,3701,13,private,void,
Method|StartGameSessionMonitor()|L3703,Method,StartGameSessionMonitor,StartGameSessionMonitor(),3703,3732,30,private,void,
Method|StopGameSessionMonitor()|L3734,Method,StopGameSessionMonitor,StopGameSessionMonitor(),3734,3741,8,private,void,
"Method|GameSessionMonitor_OnPromptRequired(object?,EventArgs)|L3743",Method,GameSessionMonitor_OnPromptRequired,"GameSessionMonitor_OnPromptRequired(object?,EventArgs)",3743,3746,4,private,void,"object? sender, EventArgs e"
Method|ScanForModConfigFilesAsync(MainViewModel)|L3748,Method,ScanForModConfigFilesAsync,ScanForModConfigFilesAsync(MainViewModel),3748,3752,5,private,"Task<IReadOnlyList<(string ModId, string DisplayName, string ConfigPath)>>",MainViewModel viewModel
"Method|ScanForModConfigFilesAsync(MainViewModel,IReadOnlyCollection<string>?)|L3754",Method,ScanForModConfigFilesAsync,"ScanForModConfigFilesAsync(MainViewModel,IReadOnlyCollection<string>?)",3754,3788,35,private async,"Task<IReadOnlyList<(string ModId, string DisplayName, string ConfigPath)>>","MainViewModel viewModel, IReadOnlyCollection<string>? modIds"
"Method|ScanForModConfigFilesAsync(MainViewModel,IReadOnlyList<ModListItemViewModel>)|L3790",Method,ScanForModConfigFilesAsync,"ScanForModConfigFilesAsync(MainViewModel,IReadOnlyList<ModListItemViewModel>)",3790,3866,77,private async,"Task<IReadOnlyList<(string ModId, string DisplayName, string ConfigPath)>>","MainViewModel viewModel, IReadOnlyList<ModListItemViewModel> candidateMods"
"Method|FindConfigMatches(IReadOnlyList<(string ModId, string DisplayName)>,IReadOnlyList<string>)|L3868",Method,FindConfigMatches,"FindConfigMatches(IReadOnlyList<(string ModId, string DisplayName)>,IReadOnlyList<string>)",3868,3943,76,private static,"List<(string ModId, string ConfigPath)>","IReadOnlyList<(string ModId, string DisplayName)> mods, IReadOnlyList<string> configPaths"
"Method|TryCalculateMatchScore(IReadOnlyList<string>,IReadOnlyList<string>,out int)|L3945",Method,TryCalculateMatchScore,"TryCalculateMatchScore(IReadOnlyList<string>,IReadOnlyList<string>,out int)",3945,3976,32,private static,bool,"IReadOnlyList<string> words, IReadOnlyList<string> candidateTokens, out int score"
"Method|CalculateBestDistance(string,string,int)|L3978",Method,CalculateBestDistance,"CalculateBestDistance(string,string,int)",3978,3986,9,private static,int,"string token, string word, int maxDistance"
"Method|CalculateLevenshteinDistance(ReadOnlySpan<char>,ReadOnlySpan<char>,int)|L3988",Method,CalculateLevenshteinDistance,"CalculateLevenshteinDistance(ReadOnlySpan<char>,ReadOnlySpan<char>,int)",3988,4025,38,private static,int,"ReadOnlySpan<char> source, ReadOnlySpan<char> target, int maxDistance"
"Method|BuildModSearchTokenSets(string?,string?)|L4027",Method,BuildModSearchTokenSets,"BuildModSearchTokenSets(string?,string?)",4027,4062,36,private static,List<IReadOnlyList<string>>,"string? modId, string? displayName"
"Method|AreTokenListsEqual(IReadOnlyList<string>,IReadOnlyList<string>)|L4064",Method,AreTokenListsEqual,"AreTokenListsEqual(IReadOnlyList<string>,IReadOnlyList<string>)",4064,4073,10,private static,bool,"IReadOnlyList<string> first, IReadOnlyList<string> second"
"Method|BuildSearchTokens(string,bool)|L4075",Method,BuildSearchTokens,"BuildSearchTokens(string,bool)",4075,4087,13,private static,List<string>,"string value, bool includeCombinedToken = true"
Method|ExtractWords(string)|L4089,Method,ExtractWords,ExtractWords(string),4089,4136,48,private static,List<string>,string value
Method|StopModsWatcher()|L4138,Method,StopModsWatcher,StopModsWatcher(),4138,4146,9,private,void,
"Method|ModsWatcherTimerOnTick(object?,EventArgs)|L4148",Method,ModsWatcherTimerOnTick,"ModsWatcherTimerOnTick(object?,EventArgs)",4148,4173,26,private async,void,"object? sender, EventArgs e"
Method|RefreshModsAsync(bool)|L4175,Method,RefreshModsAsync,RefreshModsAsync(bool),4175,4207,33,private async,Task,bool allowModDetailsRefresh = false
Method|RefreshModDetailsOnly()|L4209,Method,RefreshModDetailsOnly,RefreshModDetailsOnly(),4209,4215,7,private,void,
Method|TryInitializePaths()|L4217,Method,TryInitializePaths,TryInitializePaths(),4217,4232,16,private,bool,
Method|TryResolveDataDirectory()|L4234,Method,TryResolveDataDirectory,TryResolveDataDirectory(),4234,4271,38,private,bool,
Method|TryResolveGameDirectory()|L4273,Method,TryResolveGameDirectory,TryResolveGameDirectory(),4273,4313,41,private,bool,
Method|TryResolveCustomShortcut()|L4315,Method,TryResolveCustomShortcut,TryResolveCustomShortcut(),4315,4338,24,private,void,
Method|HandleViewModelInitializationFailure(Exception)|L4340,Method,HandleViewModelInitializationFailure,HandleViewModelInitializationFailure(Exception),4340,4356,17,private,void,Exception exception
Method|ReloadViewModelAsync()|L4358,Method,ReloadViewModelAsync,ReloadViewModelAsync(),4358,4420,63,private async,Task,
"Method|PromptForDirectory(string,string?,PathValidator,bool)|L4422",Method,PromptForDirectory,"PromptForDirectory(string,string?,PathValidator,bool)",4422,4462,41,private,string?,"string description, string? initialPath, PathValidator validator, bool allowCancel"
"Method|PromptForConfigFile(ModListItemViewModel,string?)|L4464",Method,PromptForConfigFile,"PromptForConfigFile(ModListItemViewModel,string?)",4464,4493,30,private,string?,"ModListItemViewModel mod, string? previousPath"
Method|GetInitialConfigDirectory(string?)|L4495,Method,GetInitialConfigDirectory,GetInitialConfigDirectory(string?),4495,4517,23,private,string?,string? previousPath
"Method|TryValidateDataDirectory(string?,out string?,out string?)|L4519",Method,TryValidateDataDirectory,"TryValidateDataDirectory(string?,out string?,out string?)",4519,4557,39,private static,bool,"string? path, out string? normalizedPath, out string? errorMessage"
"Method|TryValidateGameDirectory(string?,out string?,out string?)|L4559",Method,TryValidateGameDirectory,"TryValidateGameDirectory(string?,out string?,out string?)",4559,4608,50,private static,bool,"string? path, out string? normalizedPath, out string? errorMessage"
"Method|ModsDataGrid_OnSorting(object,DataGridSortingEventArgs)|L4614",Method,ModsDataGrid_OnSorting,"ModsDataGrid_OnSorting(object,DataGridSortingEventArgs)",4614,4632,19,private,void,"object sender, DataGridSortingEventArgs e"
"Method|ModsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)|L4634",Method,ModsDataGrid_OnSelectionChanged,"ModsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)",4634,4646,13,private,void,"object sender, SelectionChangedEventArgs e"
"Method|ModsDataGrid_OnPreviewKeyDown(object,KeyEventArgs)|L4648",Method,ModsDataGrid_OnPreviewKeyDown,"ModsDataGrid_OnPreviewKeyDown(object,KeyEventArgs)",4648,4651,4,private async,void,"object sender, KeyEventArgs e"
"Method|MainWindow_OnPreviewKeyDown(object,KeyEventArgs)|L4653",Method,MainWindow_OnPreviewKeyDown,"MainWindow_OnPreviewKeyDown(object,KeyEventArgs)",4653,4656,4,private async,void,"object sender, KeyEventArgs e"
"Method|UserReportsButton_OnClick(object,RoutedEventArgs)|L4658",Method,UserReportsButton_OnClick,"UserReportsButton_OnClick(object,RoutedEventArgs)",4658,4722,65,private async,void,"object sender, RoutedEventArgs e"
Method|TryHandleModListKeyDownAsync(KeyEventArgs)|L4724,Method,TryHandleModListKeyDownAsync,TryHandleModListKeyDownAsync(KeyEventArgs),4724,4755,32,private async,Task<bool>,KeyEventArgs e
"Method|ModsDataGrid_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4757",Method,ModsDataGrid_OnPreviewMouseLeftButtonDown,"ModsDataGrid_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)",4757,4779,23,private,void,"object sender, MouseButtonEventArgs e"
"Method|ModsDataGridRow_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4781",Method,ModsDataGridRow_OnPreviewMouseLeftButtonDown,"ModsDataGridRow_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)",4781,4796,16,private,void,"object sender, MouseButtonEventArgs e"
"Method|ModDatabaseCard_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)|L4798",Method,ModDatabaseCard_OnPreviewMouseLeftButtonDown,"ModDatabaseCard_OnPreviewMouseLeftButtonDown(object,MouseButtonEventArgs)",4798,4813,16,private,void,"object sender, MouseButtonEventArgs e"
