Source: C:\sc\games\Simple-Mod-Manager-Refactor\VintageStoryModManager\Views\MainWindow.xaml.cs
Class:  MainWindow
Lines:  80-14442
Members: 612

Type                 Name                                                            Start      End    Lines
Method               TryGetDroppedModlistFile                                        11100    11116       17
Method               HasSupportedModlistExtension                                    11118    11123        6
Method               TryLoadPresetFromFile                                           11125    11160       36
Method               TryLoadPresetFromPdf                                            11162    11259       98
Method               TryLoadPresetFromJson                                           11261    11299       39
Method               TryBuildPresetFromSerializable                                  11301    11415      115
Method               ApplyConfigListToPreset                                         11417    11436       20
Method               BuildConfigKey                                                  11438    11450       13
Method               ExecuteCloudOperationAsync                                      11456    11523       68
Method               MigrateLegacyFirebaseDataIfNeededAsync                          11525    11555       31
Method               EnsureCloudStoreInitializedAsync                                11557    11587       31
Method               PromptForCloudSaveReplacement                                   11589    11602       14
Method               ShowCloudModlistManagementDialogAsync                           11604    11625       22
Method               BuildCloudModlistManagementEntriesAsync                         11627    11646       20
Method               RenameCloudModlistAsync                                         11648    11717       70
Method               DeleteCloudModlistAsync                                         11719    11749       31
Method               DeleteAllCloudModlistsAndAuthorizationAsync                     11751    11776       26
Method               UpdateCloudModlistsAfterChangeAsync                             11778    11784        7
Method               ReplaceCloudModlistName                                         11786    11815       30
Method               GetCloudModlistSlotsAsync                                       11817    11853       37
Method               RefreshLocalModlists                                            11855    11918       64
Method               BuildLocalModlistEntries                                        11920    11952       33
Method               TryCreateLocalModlistEntry                                      11954    12028       75
Method               TryCreateLocalModlistEntryFromJson                              12030    12064       35
Method               RefreshCloudModlistsAsync                                       12066    12096       31
Method               BuildCloudModlistEntries                                        12098    12140       43
Method               EnsureCloudModlistContentAsync                                  12142    12183       42
Method               SetLocalModlistSelection                                        12185    12211       27
Method               SetCloudModlistSelection                                        12213    12223       11
Method               UpdateCloudModlistControlsEnabledState                          12225    12241       17
Method               UpdateLocalModlistControlsEnabledState                          12243    12256       14
Method               RefreshManagerUpdateLinkAsync                                   12258    12295       38
Method               GetManagerInformationalVersion                                  12297    12321       25
Method               BuildCloudSlotDisplay                                           12323    12331        9
Method               FormatCloudSlotLabel                                            12333    12341        9
Method               ExtractModlistName                                              12343    12346        4
Method               ExtractModlistMetadata                                          12348    12388       41
Method               TryGetTrimmedProperty                                           12390    12400       11
Method               EnsurePresetDirectory                                           12402    12408        7
Method               EnsureBackupDirectory                                           12410    12417        8
Method               EnsureLocalModBackupRootDirectory                               12419    12425        7
Method               CreateLocalModBackupSessionDirectory                            12427    12436       10
Method               EnsureUniqueDirectoryPath                                       12438    12451       14
Method               CopyDirectoryContents                                           12453    12473       21
Method               GetLocalModBackupEntryDirectory                                 12475    12482        8
Method               BackupLocalModAtPath                                            12484    12500       17
Method               EnsureModListDirectory                                          12502    12508        7
Method               EnsureRebuiltModListDirectory                                   12510    12516        7
Method               EnsureCloudModListCacheDirectory                                12518    12524        7
Method               IsPathWithinDirectory                                           12526    12539       14
Method               BuildSuggestedFileName                                          12541    12551       11
Method               GetUniqueFilePath                                               12553    12568       16
Method               GetSnapshotNameFromFilePath                                     12570    12574        5
Method               ApplyPresetAsync                                                12576    12616       41
Method               ImportPresetConfigsAsync                                        12618    12804      187
Method               ApplyPresetModVersionsAsync                                     12806    13039      234
Method               TryInstallPresetModAsync                                        13041    13107       67
Method               ApplyExclusivePresetAsync                                       13110    13237      128
Method               VersionsMatch                                                   13239    13257       19
Method               LatestVersionTextBlock_OnToolTipOpening                         13259    13267        9
Method               LatestVersionTextBlock_OnToolTipClosing                         13269    13276        8
Method               ChangelogToolTip_OnPreviewMouseWheel                            13278    13293       16
Method               ModsDataGrid_OnPreviewMouseWheel                                13295    13318       24
Method               IsDescendantOfToolTip                                           13320    13330       11
Method               GetParent                                                       13332    13346       15
Method               FindAncestor                                                    13348    13359       12
Method               GetCurrentScrollMultiplier                                      13361    13364        4
Method               ShouldPreserveModsViewState                                     13366    13379       14
Method               AttachToModsView                                                13381    13412       32
Method               ModsView_OnCollectionChanged                                    13414    13422        9
Method               HandleModRowSelection                                           13428    13471       44
Method               SelectAllModsInCurrentView                                      13473    13485       13
Method               ApplyRangeSelection                                             13487    13508       22
Method               GetModsInViewOrder                                              13510    13516        7
Method               AddToSelection                                                  13518    13526        9
Method               RemoveFromSelection                                             13528    13535        8
Method               ClearSelection                                                  13537    13553       17
Method               ClearModDatabaseSelections                                      13555    13578       24
Method               RestoreSelectionFromSourcePaths                                 13580    13625       46
Method               UpdateSelectionAnchorAfterRestore                               13627    13645       19
Method               SubscribeToSelectedMod                                          13647    13679       33
Method               UnsubscribeFromSelectedMod                                      13681    13688        8
Method               RefreshSelectedModFixButton                                     13690    13694        5
Method               RefreshSelectedModCopyForServerButton                           13696    13701        6
Method               UpdateSelectedModButtons                                        13703    13736       34
Method               UpdateServerOptionsState                                        13738    13751       14
Method               UpdateSelectedModFixButton                                      13753    13768       16
Method               UpdateSelectedModCopyForServerButton                            13770    13794       25
Method               UpdateSelectedModButton                                         13796    13814       19
Method               UpdateSelectedModEditConfigButton                               13816    13837       22
Method               ShouldIgnoreRowSelection                                        13839    13853       15
Method               GetModsScrollViewer                                             13855    13867       13
Method               ClearScrollViewerCache                                          13869    13873        5
Method               FindDescendantScrollViewer                                      13875    13889       15
Method               UpdateModsAsync                                                 13891    14090      200
Method               SelectReleaseForMod                                             14092    14112       21
Method               ShowBulkUpdateChangelogDialog                                   14114    14145       32
Method               BuildChangelogSummary                                           14147    14163       17
Method               ShowUpdateSummary                                               14165    14209       45
Method               ActiveToggle_OnPreviewMouseLeftButtonDown                       14211    14221       11
Method               ActiveToggle_OnPreviewMouseLeftButtonUp                         14223    14226        4
Method               ActiveToggle_OnPreviewMouseMove                                 14228    14233        6
Method               ActiveToggle_OnToggled                                          14235    14262       28
Method               OnActivated                                                     14264    14271        8
Method               OnDeactivated                                                   14273    14277        5
Method               OnClosed                                                        14279    14288       10
Nested record        PresetLoadOptions                                               14294    14294        1
Nested enum          ModlistLoadMode                                                 14296    14300        5
Nested record        ManagerDeletionResult                                           14302    14302        1
Nested record        InstalledModLogIdentifier                                       14304    14304        1
Nested class         ModUsagePromptData                                              14306    14323       18
Nested enum          InstalledModsColumn                                             14325    14339       15
Delegate             PathValidator                                                   14341    14341        1
Nested struct        CompatibilityEvaluation                                         14343    14369       27
Nested class         ModlistMetadata                                                 14371    14397       27
Nested record        PresetModInstallResult                                          14399    14403        5
Nested enum          ModUpdateReleasePreference                                      14405    14409        5
Nested record        ModUpdateOperationResult                                        14411    14439       29
